project_id,report_contract_id,report_year,funding_year,description,project_type,location,region,region_clean,contractor,contractor_clean,cost,cost_numeric,start_date,start_date_iso,completion_date,completion_date_iso,lat,lng
1066,23OA0084,,,"Rehabilitation of Riverwall along Tullahan River at Brgy. San Agustin to Brgy. Concepcion, Malabon City",,MALABON CITY,,MALABON CITY,"L.R. TIQUI BUILDERS, INC.",L.R. TIQUI,"144,750,000.00",144750000.0,,,04/05/2024,2024-04-05,,
10430,23N00150,,,"Construction of Flood Mitigation Structure along Sto. Niño River protecting Sto. Niño Bridge, San Agustin, Surigao del Sur",,SURIGAO DEL SUR,,SURIGAO DEL SUR,ME 3 CONSTRUCTION / EVENPAR CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: EVEN PAR CONST. CO. INC.),ME 3 / EVENPAR AND DEVELOPMENT (FORMERLY: EVEN PAR CONST. ),"106,149,442.10",106149442.1,,,04/04/2024,2024-04-04,,
8214,23HN0114,2024,2024,"Construction of Flood Control Structure along Basak Creek, Mandaue City, Cebu, Phase II",,CEBU,IX,Region IX,QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION),QUIRANTE (FORMERLY: QUIRANTE ),"96,399,888.00",96399888.0,05/13/2024,2024-05-13,04/04/2024,2024-04-04,7.821494,123.430128
4311,23C00227,2025,2025,"Construction of Flood Control Structures Along San Miguel River, Sta. 10 + 910 to Sta. 11 + 210, San Miguel Bulacan",,BULACAN,XIII,Region XIII,MRRM TRADING & CONSTRUCTION,MRRM TRADING &,"96,499,303.40",96499303.4,02/12/2025,2025-02-12,04/04/2024,2024-04-04,8.939416,125.543115
4312,23C00228,2024,2024,"Construction of Flood Control Structures along San Miguel River, Sta. 11 + 210 to Sta. 11 + 510, San Miguel, Bulacan",,BULACAN,III,Region III,FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,FLORDES & TRADING (FORMERLY FLO,"96,496,468.60",96496468.6,02/13/2024,2024-02-13,04/04/2024,2024-04-04,15.619,120.431239
4313,23C00229,,,"Construction of Flood Control Structures along San Miguel River, Sta. 11 + 510 to Sta. 11 + 810, San Miguel, Bulacan",,BULACAN,,BULACAN,GLOBALCRETE BUILDERS INC.,GLOBALCRETE,"96,499,361.40",96499361.4,,,04/04/2024,2024-04-04,,
4314,23C00233,2024,2024,"Construction of Flood Control Structure along Maasim River, Sta. 8+400 - Sta. 8+705, Brgy. Upig, San Ildefonso, Bulacan",,BULACAN,XIII,Region XIII,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC.,GREAT PACIFIC AND GEN. CONTRACTOR,"96,499,188.38",96499188.38,05/03/2024,2024-05-03,04/04/2024,2024-04-04,8.94314,125.49988
7769,23GO0015,,,"Construction of Revetment with Floodwall including Improvement of Riverbank along Lupit River, Phase 2, Bacolod City",,NEGROS OCCIDENTAL,,NEGROS OCCIDENTAL,M.K.U. CONSTRUCTION AND SUPPLY,M.K.U. AND SUPPLY,"49,000,000.00",49000000.0,,,04/03/2024,2024-04-03,,
7601,23GF0078,,,"Construction of Lubacan Flood Control Project, Barangay Lubacan, Guimbal, Iloilo",,ILOILO,,ILOILO,PANAY EAST COAST CONSTRUCTION & SUPPLY,PANAY EAST COAST & SUPPLY,"48,479,090.03",48479090.03,,,04/03/2024,2024-04-03,,
6448,23JH0020,,,"Construction of Revetment along Baluno Bridge, Isabela City, Basilan",,BASILAN,,BASILAN,RCDG CONSTRUCTION CORPORATION / MMP CONSTRUCTION AND SUPPLIES,RCDG / MMP AND SUPPLIES,"66,305,107.01",66305107.01,,,04/03/2024,2024-04-03,,
5225,23DC0174,,,"Rehabilltation/Reconstruction of Subic Bridge River Revetment, Barangay Subic, Agoncillo Batangas K0115+838",,BATANGAS,,BATANGAS,NDA BUILDERS AND DEVELOPERS,NDA AND DEVELOPERS,"3,666,700.00",3666700.0,,,04/03/2024,2024-04-03,,
741,23PC0029,2024,2024,"Construction of Apayao-Abulug River Basin Flood Control Structure, Capannikian Section, Sta. 34 + 440 - Sta. 34 + 995 (R/S), Pudtol, Apayao",,APAYAO,III,Region III,TAGEL CORPORATION,TAGEL,"96,481,880.32",96481880.32,04/25/2024,2024-04-25,04/03/2024,2024-04-03,14.741632,120.918738
8790,24IE0035,2024,2024,"Construction of Tide Embankment, Barangay Kawayan, Leyte, Leyte",,LEYTE,III,Region III,CIRCLE Z VENTURES & DEVELOPMENT CORP.,CIRCLE Z VENTURES & DEVELOPMENT,"4,900,400.55",4900400.55,02/14/2024,2024-02-14,04/02/2024,2024-04-02,14.879085,120.995471
7258,23F00163,2024,2024,"Construction of Flood Mitigation Structure along Brgy. Sta. Rosa and Brgy. Burgos, San Jacinto, Masbate",,MASBATE,X,Region X,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,CENTERWAYS AND DEVELOPMENT,"48,249,895.41",48249895.41,05/16/2024,2024-05-16,04/02/2024,2024-04-02,8.60344,123.72584
5226,23DC0175,,,"Rehabilltation/Reconstruction of Leviste Bridge I River Revetment, Barangay Leviste, Laurel Batangas K0090+1127",,BATANGAS,,BATANGAS,RGB CONSTRUCTION (FORMERLY:REYBER CONSTRUCTION AND SUPPLY),RGB (FORMERLY:REYBER AND SUPPLY),"7,236,836.00",7236836.0,,,04/02/2024,2024-04-02,,
4146,23CD0023,2024,2024,"Construction of Flood Control Structure along Meycauayan River, Meycauayan Section (Downstream), Meycauayan Bulacan",,BULACAN,I,Region I,AZUL BUILDERS,AZUL,"48,990,823.63",48990823.63,05/07/2024,2024-05-07,04/02/2024,2024-04-02,16.356472,120.414691
3110,23B00036,2024,2024,"Construction of Carpentero-Compania Flood Control Phase II, Tumauini, Isabela",,ISABELA,IV-A,IV-A,ARVEA'S CONSTRUCTION / EGB CONSTRUCTION CORPORATION (FORMERLY: EGB CONSTRUCTION),ARVEA'S / EGB (FORMERLY: EGB ),"108,668,817.10",108668817.1,05/09/2024,2024-05-09,04/02/2024,2024-04-02,14.5719,121.21311
2278,23AC0060,,,"Construction of Drainage Canal along Tamag Road, Barangay Tamag, Vigan City, Ilocos Sur",,ILOCOS SUR,,ILOCOS SUR,JMCQ CONSTRUCTION AND SUPPLY,JMCQ AND SUPPLY,"14,682,103.54",14682103.54,,,04/02/2024,2024-04-02,,
7117,23FG0037,,,"Construction of Flood Mitigation Structure along Baliguon River (Phase 2), Goa, Camarines Sur",,CAMARINES SUR,,CAMARINES SUR,G.C.I. CONSTRUCTION AND DEV'T. CORP.,G.C.I. AND DEV'T.,"95,536,200.00",95536200.0,,,04/01/2024,2024-04-01,,
7118,23FG0039,,,"Construction of Flood Control System of Mahaba Creek leading to Tambang River (Phase 2), Sitio Palayan, Brgy. Lamon, Goa, Camarines Sur",,CAMARINES SUR,,CAMARINES SUR,HGG BUILDERS & SUPPLY,HGG & SUPPLY,"95,536,200.00",95536200.0,,,04/01/2024,2024-04-01,,
6449,23JH0031,,,"Construction of Flood Control Structure, Bohe-Bacung Bridge, Sumisip, Basilan",,BASILAN,,BASILAN,RCDG CONSTRUCTION CORPORATION / BOSH MEGATRADE AND SERVICES CO.,RCDG / BOSH MEGATRADE AND SERVICES,"49,113,586.10",49113586.1,,,04/01/2024,2024-04-01,,
5362,23D00158,,,"Construction of Revetment along Ylang-Ylang River, Buenavista, Gen. Trias, Cavite (Phase IV)",,CAVITE,,CAVITE,I&E CONSTRUCTION CORPORATION (FORMERLY: I&E CONSTR / MOTIONTRADE DEVELOPMENT CORPORATION,I & E (FORMERLY: I & E CONSTR / MOTIONTRADE DEVELOPMENT,"96,498,165.29",96498165.29,,,04/01/2024,2024-04-01,,
2463,23A00244,2024,2024,"Construction of Flood Control Structure along Bauang River, Downstream of Bauang Bridge 1, Brgys. Parian Este - Nagrebcan, Bauang, La Union",,LA UNION,III,Region III,C.T. LEONCIO CONSTRUCTION & TRADING,C.T. LEONCIO & TRADING,"77,199,690.44",77199690.44,04/30/2024,2024-04-30,04/01/2024,2024-04-01,14.802463,121.058726
10185,23NA0034,,,"Construction of Flood Mitigation Structure along Agay River, Brgy. Balang-Balang RTR, Agusan del Norte",,AGUSAN DEL NORTE,,AGUSAN DEL NORTE,ARQ BUILDERS,ARQ,"24,153,330.25",24153330.25,,,03/31/2024,2024-03-31,,
9869,23M00003,2025,2025,"Construction of Flood Control Structure, Pulangi River, Downstream of Pagalungan Bridge, Pikit, North Cotabato",,COTABATO (NORTH COTABATO),Construction of Flood Mitigation Facility,CONSTRUCTION OF FLOOD MITIGATION FACILITY,"GEMMA CONSTRUCTION SUPPLY, INC.(FORMERLY:GEMMA CON",GEMMA SUPPLY (FORMERLY:GEMMA CON,"105,228,140.21",105228140.21,02/12/2025,2025-02-12,03/31/2024,2024-03-31,14.605061,120.98691
7238,23F00040,,,"Construction of Road Dike along Hitoma River, Phase I, Barangay Obi, Caramoran, Catanduanes",,CATANDUANES,,CATANDUANES,"SUNWEST, INC. (FORMERLY: SUNWEST CONSTRUCTION & DEVELOPMENT CORPORATION)",SUNWEST (FORMERLY: SUNWEST & DEVELOPMENT ),"192,961,477.83",192961477.83,,,03/31/2024,2024-03-31,,
7172,23F00042,2024,2024,"Construction of Pawili River Flood Mitigation Structure (Barangay Causip and Barangay Fabrica), Bula, Camarines Sur",,CAMARINES SUR,II,Region II,G.C.I. CONSTRUCTION AND DEV'T. CORP.,G.C.I. AND DEV'T.,"115,659,116.90",115659116.9,07/17/2024,2024-07-17,03/31/2024,2024-03-31,16.717258,121.728525
7174,23F00084,,,"Construction of Agos River - Bato - Lake Flood Control, Sta. Cruz - San Vicente, Bato, Section, Bato, Camarines Sur",,CAMARINES SUR,,CAMARINES SUR,BICOL GOLDROCK CONSTRUCTION CORPORATION,BICOL GOLDROCK,"121,061,136.57",121061136.57,,,03/31/2024,2024-03-31,,
6655,23F00050,2024,2024,"Construction of San Isidro River Control (Downstream) Package 1, San Isidro, Sto. Domingo, Albay",,ALBAY,III,Region III,TR CONSTRUCTION CORPORATION (FOR: TR CONSTRUCTION),TR (FOR: TR ),"192,998,274.78",192998274.78,04/30/2024,2024-04-30,03/31/2024,2024-03-31,16.007996,121.665518
6447,23JH0003,2024,2024,"Construction of Flood Control Structure, Barangay Buli-Buli, Sumisip, Basilan",,BASILAN,XIII,Region XIII,BOSH MEGATRADE AND SERVICES CO.,BOSH MEGATRADE AND SERVICES,"39,595,356.53",39595356.53,04/17/2024,2024-04-17,03/31/2024,2024-03-31,8.673394,125.644714
5483,23DQ0021,,,"Construction of Revetment along Imus River, Barangay Mabolo III, Bacoor City, Cavite",,CAVITE,,CAVITE,GRAIA CONSTRUCTION CORPORATION,GRAIA,"96,476,338.22",96476338.22,,,03/31/2024,2024-03-31,,
5484,23DQ0022,,,"Construction of Revetment along Imus River, Barangay Salinas I, Bacoor City, Cavite",,CAVITE,,CAVITE,GRAIA CONSTRUCTION CORPORATION,GRAIA,"96,458,053.16",96458053.16,,,03/31/2024,2024-03-31,,
4192,23CD0119,,,"Construction of Poblacion-Macaiban Dike, Santa Maria, Bulacan (Phase I)",,BULACAN,,BULACAN,M3 KONSTRACT CORPORATION (FORMERLY:MARGARITA CONSTRUCTION),M3 KONSTRACT (FORMERLY:MARGARITA ),"86,849,185.16",86849185.16,,,03/31/2024,2024-03-31,,
3541,23C00101,,,"Construction of Aguang Flood Control Structure, Baler, Aurora",,AURORA,,AURORA,"PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST. / 4VC BUILDERS & DEVELOPMENT CORP.",PERSAN (FORMERLY: PERSAN CONST. / 4VC & DEVELOPMENT,"192,999,618.65",192999618.65,,,03/31/2024,2024-03-31,,
3542,23C00102,,,"Construction of Bulos Flood Control Structure, Dipaculao, Aurora",,AURORA,,AURORA,R.D. TALENS CONSTRUCTION AND TRADING,R.D. TALENS AND TRADING,"192,999,742.19",192999742.19,,,03/31/2024,2024-03-31,,
3540,23C00100,2024,2024,"Construction of Abitonan Flood Control Structure, Dipaculao, Aurora",,AURORA,IV-A,IV-A,"PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST. / 4VC BUILDERS & DEVELOPMENT CORP.",PERSAN (FORMERLY: PERSAN CONST. / 4VC & DEVELOPMENT,"192,999,941.76",192999941.76,02/14/2024,2024-02-14,03/31/2024,2024-03-31,14.32354,121.05734
1880,23OF0036,,,"Construction of Slope Protection Structure along Marikina River, Barangay Bagong Silangan, Quezon City",,QUEZON CITY,,QUEZON CITY,DIADEMA CONSTRUCTION AND ENTERPRISES INC. (FORMERLY: DIADEMA ENTERPRISES),DIADEMA AND ENTERPRISES (FORMERLY: DIADEMA ENTERPRISES),"42,762,228.48",42762228.48,,,03/31/2024,2024-03-31,,
1767,23OE0090,,,"Construction of Box Culvert along C. Aguila St., San Miguel, Manila City",,CITY OF MANILA,,CITY OF MANILA,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC.,GREAT PACIFIC AND GEN. CONTRACTOR,"74,700,405.94",74700405.94,,,03/31/2024,2024-03-31,,
9048,23IL0014,,,"Construction of Shoreline Protection Structure - Bdry. So. Leyte - Maasin - Macrohon - Sogod - Jct. Daang Maharlika Rd. - along Macrohon Section, Macrohon, Southern Leyte",,SOUTHERN LEYTE,,SOUTHERN LEYTE,ST. TIMOTHY CONSTRUCTION CORPORATION,ST. TIMOTHY,"84,354,739.01",84354739.01,,,03/30/2024,2024-03-30,,
5072,23C00073,,,"Construction of Flood Control Structure at Sagpat River (Maloma Section), San Felipe, Zambales",,ZAMBALES,,ZAMBALES,"R.A. PAHATI CONST. & SUPPLY, INC.",R.A. PAHATI CONST. & SUPPLY,"96,500,000.00",96500000.0,,,03/30/2024,2024-03-30,,
8757,23ID0055,,,"Construction of Spur Dikes along Daguitan-Marabong River, Daguitan-Marabong River Basin, Barangay Batug, Dulag, Leyte",,LEYTE,,LEYTE,LANOY CONSTRUCTION,LANOY,"63,371,976.78",63371976.78,,,03/29/2024,2024-03-29,,
7035,23F00075,,,"Construction of Bicol River Cut-off Channel 3 Flood Mitigation Structure, Milaor, Camarines Sur",,CAMARINES SUR,,CAMARINES SUR,G.C.I. CONSTRUCTION AND DEV'T. CORP.,G.C.I. AND DEV'T.,"144,268,222.82",144268222.82,,,03/29/2024,2024-03-29,,
9074,23I00143,,,"Construction of Subang Daku Flood Control (San Isidro Section), Sogod, Southern Leyte",,SOUTHERN LEYTE,,SOUTHERN LEYTE,JUCONS CONSTRUCTION OPC (FORMERLY:JUCONS CONSTRUCTION &SUPPLY),JUCONS OPC (FORMERLY:JUCONS & SUPPLY),"19,299,932.00",19299932.0,,,03/28/2024,2024-03-28,,
8434,23HH0097,,,"Construction of Flood Mitigation Structure along Mananga River, Barangay Buot-Taup, Cebu City",,CEBU,,CEBU,A.S.T BUILDERS / TRI4 CONSTRUCTION & DEVELOPMENT CORP.,A.S.T / TRI4 & DEVELOPMENT,"86,704,127.07",86704127.07,,,03/28/2024,2024-03-28,,
8347,23HO0145,,,"Construction of River Control Structures at Bgry. Ylaya - Barangay Paculob (Upstream), Dumanjug, Cebu",,CEBU,,CEBU,QM BUILDERS,QM,"86,845,976.88",86845976.88,,,03/28/2024,2024-03-28,,
7984,23HC0076,,,"Construction of Seawall, Bien Unido, Bohol",,BOHOL,,BOHOL,LABB CONSTRUCTION DEVELOPMENT INC. (FORMERLY: LABB CONSTRUCTION),LABB DEVELOPMENT (FORMERLY: LABB ),"78,399,988.26",78399988.26,,,03/28/2024,2024-03-28,,
10296,23N00102,,,"Construction of Bank Protection along Solibao River Downstream, Agusan del Sur, Caraga",,AGUSAN DEL SUR,,AGUSAN DEL SUR,CM TAN CONSTRUCTION,CM TAN,"144,749,195.24",144749195.24,,,03/27/2024,2024-03-27,,
10297,23N00103,,,"Construction of Bank Protection along Solibao River Upstream, Agusan del Sur, Caraga",,AGUSAN DEL SUR,,AGUSAN DEL SUR,CM TAN CONSTRUCTION,CM TAN,"144,749,601.35",144749601.35,,,03/27/2024,2024-03-27,,
10300,23NC0056,,,"Flood Mitigation along Adlayan River Bank (Downstream) San Francisco, Agusan Del Sur",,AGUSAN DEL SUR,,AGUSAN DEL SUR,"YES CONSTRUCTION / ARN BUILDERS, INC. (FOR: ARN BUILDERS)",YES / ARN (FOR: ARN ),"48,999,999.42",48999999.42,,,03/27/2024,2024-03-27,,
7180,23FN0044,,,"Construction of Riverbank Protection/Esplanade along Barit River, Brgy. Sagrada Familia Section Phase 2, Buhi, Camarines Sur",,CAMARINES SUR,,CAMARINES SUR,HI-TONE CONSTRUCTION & DEVELOPMENT CORP. (FORMERLY,HI-TONE & DEVELOPMENT (FORMERLY,"139,859,923.42",139859923.42,,,03/27/2024,2024-03-27,,
5626,23DI0016,,,"Construction of Revetment along Bay River, Barangay San Isidro and Barangay Dila, Bay, Laguna",,LAGUNA,,LAGUNA,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP. / FOURTH GENERATION T CONSTRUCTION,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT / FOURTH GENERATION T,"72,369,586.56",72369586.56,,,03/27/2024,2024-03-27,,
3466,24BI0020,2024,2024,"Construction of Flood Control Structure along Santa Fe River, Barangay Aliaga, Bambang, Nueva Vizcaya",,NUEVA VIZCAYA,V,Region V,V.B. MANUBAY CONSTRUCTION,V.B. MANUBAY,"96,500,000.00",96500000.0,05/13/2024,2024-05-13,03/27/2024,2024-03-27,13.346652,123.528108
3472,24BI0039,,,"Construction of Manamtam Floos Control along Matuno River (Section 2), Bambang, Nueva Vizcaya",,NUEVA VIZCAYA,,NUEVA VIZCAYA,DALCON CONSTRUCTION,DALCON,"49,000,000.00",49000000.0,,,03/27/2024,2024-03-27,,
7041,23FE0063,,,"Construction of Flood Control along Libmanan River, Brgy. Umalo, Libmanan, Camarines Sur",,CAMARINES SUR,,CAMARINES SUR,BICOL GOLDROCK CONSTRUCTION CORPORATION,BICOL GOLDROCK,"72,358,567.14",72358567.14,,,03/26/2024,2024-03-26,,
7043,23FE0065,,,"Construction of Flood Control along Libmanan River, Brgy. Tampuhan, Libmanan, Camarines Sur",,CAMARINES SUR,,CAMARINES SUR,BICOL GOLDROCK CONSTRUCTION CORPORATION,BICOL GOLDROCK,"70,928,316.10",70928316.1,,,03/26/2024,2024-03-26,,
6195,24ED0067,,,"Construction of River Control Structure Along Panggalaan River, Brgy. San Nicolas, Naujan, Oriental Mindoro",,ORIENTAL MINDORO,,ORIENTAL MINDORO,SILVERWOLVES CONSTRUCTION CORPORATION,SILVERWOLVES,"96,499,897.00",96499897.0,,,03/26/2024,2024-03-26,,
2706,24AI0027,,,"Construction of Flood Control Structure along Tagamusing and Allied River, Binalonan, Pangasinan (Package 10)",,PANGASINAN,,PANGASINAN,R.A. MATIAS CONSTRUCTION AND DEVELOPERS INC. (FORMERLY : R.A. MATIAS CONSTRUCTION AND DEVELOPERS),R.A. MATIAS AND DEVELOPERS (FORMERLY : R.A. MATIAS AND DEVELOPERS),"48,919,089.24",48919089.24,,,03/26/2024,2024-03-26,,
2696,24AI0006,,,"Construction of Flood Control Structure along Aloragat River, Barangay Bugayong-Vacante, Binalonan, Pangasinan (Package 5)",,PANGASINAN,,PANGASINAN,W.J.P. CONSTRUCTION AND SUPPLY,W.J.P. AND SUPPLY,"48,921,063.43",48921063.43,,,03/26/2024,2024-03-26,,
2697,24AI0007,,,"Construction of Flood Control Structure along Aloragat River, Barangay Bugayong-Vacante, Binalonan, Pangasinan (Package 4)",,PANGASINAN,,PANGASINAN,W.J.P. CONSTRUCTION AND SUPPLY,W.J.P. AND SUPPLY,"48,950,141.11",48950141.11,,,03/26/2024,2024-03-26,,
1405,23OC0016,2024,2024,"Construction of Flood Mitigation Structure (Installation of Automatic Trash Screen) at Maya Creek, Barangay Rizal, Makati City",,MAKATI CITY,IX,Region IX,KING EIGHT BUILDERS AND SUPPLY,KING EIGHT AND SUPPLY,"61,469,424.33",61469424.33,03/24/2024,2024-03-24,03/26/2024,2024-03-26,8.14058,122.85964
1231,23OB0309,2024,2024,"Rehabilitation of Drainage System at Barangay Pinagbuhatan and Vicinity, Pasig City",,PASIG CITY,Construction of Revetment,CONSTRUCTION OF REVETMENT,DAHL CONSTRUCTION CORP. (FORMERLY: DAHL CONSTRUCTION),DAHL (FORMERLY: DAHL ),"29,782,000.00",29782000.0,03/27/2024,2024-03-27,03/26/2024,2024-03-26,14.45109,121.012319
1168,23OB0036,,,"Construction of Box Culvert Rainbow Street, Barangay Concepcion Dos, Marikina City",,MARIKINA CITY,,MARIKINA CITY,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC. / J.M.L.R. CONSTRUCTION AND SUPPLY,GREAT PACIFIC AND GEN. CONTRACTOR / J.M.L.R. AND SUPPLY,"41,878,276.31",41878276.31,,,03/26/2024,2024-03-26,,
9479,22K00280,,,"Construction of Flood Control Structure along Alubijid River Downstream of Alubijid Bridge (Right Side), Package 1, Alubijid, Misamis Oriental",,MISAMIS ORIENTAL,,MISAMIS ORIENTAL,VEN RAY CONSTRUCTION CORPORATION,VEN RAY,"141,124,491.52",141124491.52,,,03/25/2024,2024-03-25,,
9375,22K00260,2024,2024,"Rehabilitation of Bitan-Ag Creek (Upstream Section), Incl. Channelization, Package 18, Sta. 0+668.30 - Sta. 0+868.400, Cagayan de Oro City",,MISAMIS ORIENTAL,I,Region I,VEN RAY CONSTRUCTION CORPORATION,VEN RAY,"97,194,243.34",97194243.34,08/13/2024,2024-08-13,03/25/2024,2024-03-25,16.41707,120.393754
9376,22K00261,,,"Rehabilitation of Flood Control Structure, Bitan-ag Creek (Upstream Section), Package 19, Sta. 0+456.70 - Sta. 0+668.30, Cagayan de Oro City",,MISAMIS ORIENTAL,,MISAMIS ORIENTAL,JEJOR'S CONSTRUCTION CORPORATION,JEJOR'S,"102,965,502.44",102965502.44,,,03/25/2024,2024-03-25,,
9377,22K00262,2024,2024,"Rehabilitation of Flood Control Structure, Bitan-Ag Creek, Package 12, Sta. 0+000.00 - Sta. 0+226.00, Downstream Section, Cagayan de Oro City",,MISAMIS ORIENTAL,Construction of Revetment,CONSTRUCTION OF REVETMENT,VEN RAY CONSTRUCTION CORPORATION,VEN RAY,"114,013,627.59",114013627.59,03/18/2024,2024-03-18,03/25/2024,2024-03-25,14.693778,121.111079
9378,22K00263,,,"Rehabilitation of Flood Control Structure, Bitan-Ag Creek, Package 13, Sta. 0+226.00 - Sta. 0+456.70, Cagayan de Oro City",,MISAMIS ORIENTAL,,MISAMIS ORIENTAL,VEN RAY CONSTRUCTION CORPORATION,VEN RAY,"114,009,216.96",114009216.96,,,03/25/2024,2024-03-25,,
9379,22K00368,,,"Rehabilitation of Flood Control Structure, Kolambog Creek, Package 27, Sta. 0+000.00 - Sta. 0+787.562, Sta. 1+113.581 - Sta. 1+173.794, Lapasan, Cagayan de Oro City",,MISAMIS ORIENTAL,,MISAMIS ORIENTAL,JEJOR'S CONSTRUCTION CORPORATION,JEJOR'S,"112,903,335.57",112903335.57,,,03/25/2024,2024-03-25,,
9371,21K00239,2024,2024,"Construction of Single Barrel Diversion Drainage Line Connecting the Existing Bitan-ag Channel at LKKS to Diversion Drainage Line along BCIR and Agora Terminal Road, Lapasan, C.M. Recto - Limketkai Section, Cagayan de Oro City",,MISAMIS ORIENTAL,Construction of Drainage Structure,CONSTRUCTION OF DRAINAGE STRUCTURE,JEJOR'S CONSTRUCTION CORPORATION,JEJOR'S,"114,875,026.55",114875026.55,02/08/2024,2024-02-08,03/25/2024,2024-03-25,14.610427,120.99371
9372,21K00240,,,"Construction of Rectangular Open Channel along Tributary Creek (Rectangular Open Channel - 6m x 2.5m), Package 1, Cagayan de Oro City",,MISAMIS ORIENTAL,,MISAMIS ORIENTAL,JEJOR'S CONSTRUCTION CORPORATION,JEJOR'S,"91,654,271.43",91654271.43,,,03/25/2024,2024-03-25,,
9374,22K00259,,,"Rehabilitation of Tributary Channel (Upstream Area), Package 25, Incl. Channelization, Sta. 0+000.00 - Sta. 0+420.996 (Alignment 1), Sta. 0+000.00 - Sta. 0+115.410 (Alignment 2), Sta. 0+868.400 - Sta. 1+103.000 (Alignment 3), Sta. 0+000.00 - Sta. 0+083.220 (Alignment 4), Cagayan de Oro City",,MISAMIS ORIENTAL,,MISAMIS ORIENTAL,JEJOR'S CONSTRUCTION CORPORATION,JEJOR'S,"112,325,644.93",112325644.93,,,03/25/2024,2024-03-25,,
9339,21K00235,2025,2025,"Construction of Drainage System, Villarin - Lirio - Gemelina St., Carmen, Cagayan de Oro City",,MISAMIS ORIENTAL,Construction of Flood Mitigation Facility,CONSTRUCTION OF FLOOD MITIGATION FACILITY,C'ZARLES CONSTRUCTION & SUPPLY,C'ZARLES & SUPPLY,"102,864,606.30",102864606.3,03/12/2025,2025-03-12,03/25/2024,2024-03-25,14.599387,120.979339
9341,21K00274,,,"Construction of Flood Mitigation Structure along Iponan River (Iponan Section), Iponan, Cagayan de Oro City, Sta. 1+885.10 - Sta. 2+183.80",,MISAMIS ORIENTAL,,MISAMIS ORIENTAL,VEN RAY CONSTRUCTION CORPORATION,VEN RAY,"73,840,576.70",73840576.7,,,03/25/2024,2024-03-25,,
9259,22K00273,,,"Construction of Flood Control Project, Linamon River, Package 1, Linamon, Lanao del Norte",,LANAO DEL NORTE,,LANAO DEL NORTE,NDP CONSTRUCTION DEVELOPMENT / AL HUSSEIN CONSTRUCTION,NDP DEVELOPMENT / AL HUSSEIN,"56,685,315.90",56685315.9,,,03/25/2024,2024-03-25,,
9107,23KA0076,,,"Construction of Flood Mitigation Structure, Sitio Panamucan, Brgy. San Jose, Malaybalay City, Bukidnon",,BUKIDNON,,BUKIDNON,ROSBILL CONSTRUCTION AND SUPPLY,ROSBILL AND SUPPLY,"96,500,000.00",96500000.0,,,03/25/2024,2024-03-25,,
7699,23GI0029,2025,2025,"Construction of Aganan Flood Control Structure (Jaro-Aganan River), Barangay Bagumbayan, Alimodian, Iloilo",,ILOILO,III,Region III,"A.D. PENDON CONSTRUCTION & SUPPLY, INC. (FORMERLY: ADP CONSTRUCTION & SUPPLY)",A.D. PENDON & SUPPLY (FORMERLY: ADP & SUPPLY),"96,499,785.68",96499785.68,02/11/2025,2025-02-11,03/25/2024,2024-03-25,15.676996,120.853281
7464,23GA0104,2024,2024,"Construction of Flood Control / Revetment Wall along Aklan River, Barangay Daguitan, Banga, Aklan",,AKLAN,X,Region X,"F. GURREA CONSTRUCTION, INCORPORATED",F. GURREA,"48,999,991.80",48999991.8,05/03/2024,2024-05-03,03/25/2024,2024-03-25,7.872026,124.746434
6095,23E00032,,,"Construction of Claudio Salgado Riverbank Protection Works along Amnay River, Sablayan, Occidental Mindoro",,OCCIDENTAL MINDORO,,OCCIDENTAL MINDORO,"SUNWEST, INC. (FORMERLY: SUNWEST CONSTRUCTION & DEVELOPMENT CORPORATION)",SUNWEST (FORMERLY: SUNWEST & DEVELOPMENT ),"217,120,406.70",217120406.7,,,03/25/2024,2024-03-25,,
5863,24DN0080,,,"Construction of Slope Protection Structure along Creek at Sitio Calvon, Barangay Mambog, Binangonan, Rizal",,RIZAL,,RIZAL,FRANZCOR TRADING & CONSTRUCTION,FRANZCOR TRADING &,"4,949,917.86",4949917.86,,,03/25/2024,2024-03-25,,
1060,23OA0051,2024,2023,"Construction of Flood Mitigation Structure along Tanza River and Malabon-Navotas River, Malabon City (Phase 3)",,MALABON CITY,XIII,Region XIII,DMLC BUILDERS,DMLC,"62,725,000.00",62725000.0,01/15/2024,2024-01-15,03/25/2024,2024-03-25,9.6106,125.40463
